/td    "xye"               ;define the columns
0.0135131	 -0.0384808	 0.0211092
0.0136482	 0.00363218	 0.0195932
0.0137847	 0.00560269	 0.0187167
0.0139226	 -0.0111659	 0.0176576
0.0140618	 -0.0297484	 0.0169385
0.0142024	 -0.0127565	 0.0163519
0.0143444	 0.0136209	 0.0157667
0.0144879	 0.0057467	 0.0161071
0.0146328	 -0.0169154	 0.0168518
0.0147791	 -0.0162558	 0.0166669
0.0149269	 -0.0270159	 0.0155075
0.0150762	 -0.0101145	 0.014758
0.0152269	 0.00323564	 0.0149517
0.0153792	 0.00508518	 0.0155212
0.015533	 -0.0126507	 0.0142785
0.0156883	 -0.00696774	 0.0137937
0.0158452	 -0.00315928	 0.0146708
0.0160036	 -0.00399945	 0.0139372
0.0161637	 -0.00623232	 0.0132076
0.0163253	 -0.0215615	 0.0136831
0.0164886	 0.00452313	 0.0129849
0.0166535	 0.0168075	 0.0134752
0.01682	 -0.0122672	 0.0133162
0.0169882	 0.0174415	 0.0124129
0.0171581	 -0.0164661	 0.0125494
0.0173297	 -0.0249942	 0.0121593
0.017503	 -0.00623836	 0.0119902
0.017678	 -0.0102502	 0.0119306
0.0178548	 0.00172135	 0.0116315
0.0180333	 -0.00972577	 0.0116483
0.0182136	 0.00447589	 0.0113897
0.0183958	 -0.000455587	 0.0118485
0.0185797	 -0.00996679	 0.0118299
0.0187655	 -0.0122177	 0.012367
0.0189532	 0.0059672	 0.0120787
0.0191427	 0.0132213	 0.0114898
0.0193341	 0.0228171	 0.0117608
0.0195275	 0.023604	 0.0109538
0.0197228	 0.0498735	 0.0110291
0.01992	 0.140242	 0.0114693
0.0201192	 0.217029	 0.01073
0.0203204	 0.326123	 0.0117122
0.0205236	 0.392078	 0.0126238
0.0207288	 0.381142	 0.0116521
0.0209361	 0.340712	 0.0109631
0.0211455	 0.359741	 0.0123664
0.0213569	 0.44233	 0.013504
0.0215705	 0.557902	 0.0131377
0.0217862	 0.656947	 0.0135992
0.0220041	 0.749475	 0.0160088
0.0222241	 0.772888	 0.0172703
0.0224463	 0.738085	 0.0158263
0.0226708	 0.661929	 0.0132643
0.0228975	 0.596871	 0.0121254
0.0231265	 0.530261	 0.0119947
0.0233578	 0.472709	 0.0127729
0.0235913	 0.460072	 0.0143778
0.0238272	 0.530296	 0.0151145
0.0240655	 0.653718	 0.0155751
0.0243062	 0.737911	 0.0160755
0.0245492	 0.765696	 0.0160654
0.0247947	 0.71293	 0.0153738
0.0250427	 0.600684	 0.0143386
0.0252931	 0.488239	 0.0132495
0.025546	 0.449903	 0.0125921
0.0258015	 0.457572	 0.0122602
0.0260595	 0.453155	 0.0122182
0.0263201	 0.419043	 0.0119801
0.0265833	 0.390886	 0.0123868
0.0268491	 0.310784	 0.0198771
0.0271176	 0.242357	 0.0138624
0.0273888	 0.291752	 0.0154165
0.0276627	 0.543536	 0.0174432
0.0279393	 0.688144	 0.0175761
0.0282187	 0.708746	 0.0167776
0.0285009	 0.660823	 0.0157867
